SRL_NO,AGENTBOOTH_BRANCH,REQ_LIMIT,LOAN_TENOR,INTEREST_RATE,PROPOSED_EMI,EXISTING_LOAN,OUTSTANDING_AMOUNT,EXT_LOAN_EMI,BUS_ASSETS,MONTHLY_INCOME,BUSINESS_AGE,CASH_IN_HAND,STOCK,RECEIVABLE,PAYABLE,YEARLY_SALES,NET_PROFIT_MARGIN,DEBT_BUR_RATIO,LOAN_TO_PRICE,DEBT_EQU_RATIO,OWNER_AGE,OWNER_PNW,GUARANTOR_AGE,GUARANTOR_PNW,ELIGIBILITY_PART1,ELIGIBILITY_PART2,CIB_STATUS,APPROVED
533,2,0.400,24,15,0.019,0,0,0,0,0,0,0.08,1.301,0.428,0.15,3.48,13,51.4,25.3,22.7,31,1.799,42,3,5,14,1,1
534,1,0.800,36,15,0.028,0,0,0,0.12,0.069,7,0.12,1,0.35,0.085,10,20,16.6,63.2,53.2,36,8.3,39,2,4,14.500,1,1
536,2,0.800,48,10,0.02,0.5,0.052,0.023,0.055,0.05,14,0.1,0.45,0.22,0.039,5.25,11.4,86.7,135,108.4,54,1.8,53,4,4.500,16.500,1,1
537,2,0.500,24,15,0.024,0,0,0,0.413,0.058,6,0.1,1.675,0.274,0.114,5.532,12.6,41.8,27.3,21.3,30,2.298,40,11,3,12.500,1,1
538,1,0.200,24,15,0.01,0,0,0,0.171,0.013,9,0,0,0,0,0,0,0,0,0,26,1.96,0,0,0,0,0,0
539,2,0.800,36,10,0.026,0.8,0.168,0.028,0.198,0.091,7,0.15,1.75,1.685,0.435,15.765,6.9,59.4,26.7,28.9,36,3.75,35,30,4,14,1,1
540,1,0.200,12,9,0.002,0,0,0,0.19,0.07,0,0.15,0.4,0.01,0.005,3.25,25.8,2.2,49.4,26.9,29,2.145,35,4,4,7,0,0
542,1,0.350,24,15,0.017,0.2,0.108,0.01,0.52,0.05,5,0.15,0.55,0.3,0.05,4,12,73.1,63.5,34.6,41,0.04,38,0,5,12.500,0,0
543,1,0.100,24,15,0.005,0,0,0,0.06,0.03,14,0.1,0.3,0.02,0,3.6,10,16.2,31.3,20.8,35,0,29,1,4,12,0,0
544,1,0.100,12,9,0.001,0,0,0,0.11,0.063,7,0.05,0.2,0,0,3.375,22.4,1.2,50,27.8,35,1.84,37,3,3.500,7,0,0
545,1,0.200,24,15,0.01,0,0,0,0.348,0.03,11,0.02,1.056,0.165,0.154,3,11.9,32.6,18.7,13.9,26,2.174,45,1,2,13,1,1
546,1,0.200,12,9,0.002,0,0,0,0.21,0.069,18,0.15,0.38,0.01,0.005,2.85,28.9,2.2,52,26.9,30,1.445,31,2,3.500,7,0,0
548,1,0.300,24,15,0.015,0,0,0,0.21,0.036,4,0.04,0.575,0.025,0.017,4.3,10,40.6,51.5,36,35,6.369,36,4,4,12,1,1
549,1,0.100,12,9,0.001,0,0,0,0.1,0.048,13,0.1,0.14,0.005,0.003,2.5,23.2,1.6,70.4,29.2,28,1.742,27,1,3.500,0,0,0
550,2,0.400,3,15,0.005,1.6,1.217,0.06,0.188,0,9,0.15,2.32,0.425,0.155,7.5,16.8,62.4,15.4,55.2,40,8.212,36,12,4,16.500,1,1
551,1,0.500,24,15,0.024,0,0,0,0.3,0.06,6,0.1,0.8,0.35,0.01,5.5,13.1,40.4,43.9,32.5,23,5.89,34,7,4,12.500,1,1
552,1,0.300,24,15,0.015,0,0,0,0.125,0.03,9,0.05,0.6,0.1,0.028,6.5,5.5,48.5,44.6,35.4,43,3.87,39,1,5,14.500,1,1
554,1,0.300,24,15,0.015,0,0,0,0.15,0.05,5,0.05,0.5,0.15,0,3.5,17.2,29.1,46.2,35.3,54,6.35,47,4,4,11.500,1,1
555,1,0.300,24,15,0.015,0,0,0,0.6,0.046,5,0.15,0.86,0.37,0.165,4.568,12,31.8,28.2,16.5,49,2.25,38,3,2,14,1,1
556,1,0.500,24,15,0.024,0,0,0,0.2,0.032,7,0.05,0.3,0.1,0.02,7.2,5.4,74.9,131.6,79.4,35,1.93,41,1,4,12,1,1
557,1,0.200,24,15,0.01,0,0,0,0.15,0.02,8,0.04,0.45,0.18,0.02,2,15,38.8,32.8,25,35,0.65,42,4,4,14,1,1
558,1,0.200,24,15,0.01,0,0,0,0.06,0.025,0,0.05,0.074,0.05,0,1.5,20,38.8,161.1,85.4,45,0,45,0,2,13,0,0
559,1,0.500,24,15,0.024,0.2,0.08,0.01,0.1,0.07,8,0.1,0.8,0.3,0.03,7,12,48.8,54.2,45.7,31,2,42,4,4,15,1,1
560,2,0.500,24,14,0.024,0.2,0.023,0.01,0.127,0.059,17,0.025,0.695,0.205,0.001,8.498,8.3,57.5,58.1,50.1,32,1.547,46,10,3,14.500,1,1
562,1,0.400,24,15,0.019,0,0,0,0.15,0.043,9,0.05,0.5,0.2,0,3.6,15,43.1,57.1,44.4,39,2.95,35,1,5,13.500,1,1
563,1,0.200,24,15,0.01,0,0,0,0.15,0.022,23,0.03,0.3,0.1,0,3.6,7.3,44.1,50,34.5,40,4.4,33,2,4,15,1,1
564,1,0.150,24,15,0.007,0,0,0,0.025,0.03,6,0.2,0.4,0.06,0.05,3,12,24.2,36.6,23.6,29,0.02,34,1,3,13,1,1
565,1,0.200,24,15,0.01,0,0,0,0.05,0.04,23,0.2,0.5,0.6,0.3,5,9.6,24.2,25,19.1,37,0,33,0,4,0,0,0
566,1,0.200,24,15,0.01,0,0,0,0.15,0.027,8,0.02,0.25,0.05,0,2.4,13.7,35.5,66.7,42.6,36,3.625,32,1,4,13,1,1
568,1,0.400,24,15,0.019,0,0,0,0.2,0.046,9,0.1,0.5,0.15,0.1,7.2,7.7,41.8,72.7,47.1,28,1.65,50,1,4,13.500,1,1
569,1,0.200,24,15,0.01,0,0,0,0.05,0.018,9,0.1,0.5,0.05,0,3.6,5.9,54.7,36.4,28.6,36,1.8,38,2,4,14,1,1
570,2,0.300,24,14,0.014,0.2,0.049,0.01,0.259,0.045,7,0.135,0.505,0.139,0.005,4.698,9.7,50.8,78.2,50,34,5.719,45,20,4,13,1,1
571,1,0.150,24,15,0.007,0,0,0,0.35,0.024,5,0.03,0.25,0.04,0,3,9.5,30.5,51.7,22.4,29,14.4,31,1,4,11.500,1,1
573,2,0.200,24,15,0.01,0,0,0,0.24,0.023,0,0.06,0.448,0.127,0.047,3.11,8.8,42.3,37.9,34,43,7.928,35,12,5,12.500,1,1
576,1,0.500,24,15,0.024,0,0,0,0.4,0.05,9,0.15,0.5,0.15,0,7.2,8.3,48.5,76.9,41.7,46,2.85,47,1,5,16.500,1,1
577,2,0.800,36,15,0.028,5.37,3.803,0,0.263,0.095,9,0.2,0.771,1.44,0.01,17.247,6.6,29.2,36.4,32,50,33.234,31,16,5,16.500,1,1
578,1,0.150,24,15,0.007,0,0,0,0.15,0.02,5,0.02,0.3,0.08,0.01,2.4,10.2,35.7,40.5,27.8,26,0.003,38,1,4,11.500,1,1
579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,1,0.250,24,15,0.012,0,0,0,0.15,0.031,5,0.1,0.4,0.08,0,2.7,13,41.4,52.1,34.3,37,0.002,36,1,4,12,1,1
581,1,0.100,24,10,0.005,0,0,0,0.02,0.025,17,0.01,0.571,0.02,0,2.17,13.8,18.5,16.9,16.1,38,1.255,30,1,5,12,1,1
582,1,0.200,24,15,0.01,0,0,0,0.02,0.023,0,0.015,0.15,0.02,0.015,2.8,10,41.6,129,105.3,34,0,32,1,4,12.500,1,1
584,1,0.600,36,15,0.021,0,0,0,0.3,0.065,10,0.1,0.6,0.15,0.024,6,13.1,31.9,82.6,53.3,36,2.676,36,1,4,15,1,1
585,1,0.200,24,15,0.01,0,0,0,0.07,0.025,8,0.05,0.25,0.1,0.01,2.8,10,41.6,58.8,43.5,35,1.94,33,1,5,12,1,1
586,1,0.500,24,9,0.023,0,0,0,0.1,0.048,16,0.1,0.85,0.1,0,4.8,12,47.6,52.6,43.5,30,3,37,8,4,12.500,1,1
587,2,0.800,24,14,0.038,2.8,1.71,0.072,0.231,0.199,9,0.5,6.071,8.325,0.75,48.398,4.9,55.6,7.4,17.5,49,33.785,44,16,5,15.500,1,1
588,1,0.200,24,15,0.01,0,0,0,0.02,0.025,8,0.05,0.3,0.02,0.05,2,15,38.8,74.1,58.8,46,0.74,47,0,4,12,1,1
589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,1,0.200,24,15,0.01,0,0,0,0.2,0.03,0,0.09,0.5,0.1,0.08,5.5,6.5,32.3,38.5,24.7,27,1,28,1,3.500,13.500,0,0
591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,2,0.500,24,14,0.024,0.3,0.067,0.015,0.112,0.07,8,0.075,0.719,0.25,0.02,7.138,11.8,55.3,59.8,50,49,9.157,40,9,5,15.500,1,1
597,1,0.400,24,15,0.019,0,0,0,0.8,0.048,1809,0.1,0.34,0.2,0.01,7.5,7,44.3,75.5,28,36,1.1,45,1,4,14.500,1,1
598,1,0.800,36,9,0.025,0,0,0,0.1,0.06,12,0.4,1.5,0.2,0.1,8,9,42.4,50,35.6,32,1.7,33,4,4.500,12.500,1,1
600,2,0.300,24,15,0.015,0.2,0.068,0.01,0.2,0.038,6,0.05,0.35,0.125,0.015,4,11.4,64.3,80,51.8,39,2.7,44,1,4,13,1,1
602,1,0.800,24,15,0.039,0,0,0,0.4,0.15,11,0.2,7,2.5,0.4,20,9,25.9,8.8,8.3,32,0,29,11,4,15,0,0
605,1,0.200,24,15,0.01,0,0,0,0.52,0.018,5,0.055,0.101,0,0,1.733,12.2,54.9,198.8,29.6,46,3.09,31,1,5,13,1,0
606,1,0.300,24,15,0.015,0,0,0,0.142,0.035,8,0.075,0.457,0.305,0.002,5.073,8.3,41.3,39.5,30.7,31,1.416,37,2,3,12.500,1,1
614,1,0.600,24,15,0.029,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,35,888.889,37,6,2,12.500,0,0
615,1,0.400,24,15,0.019,0,0,0,0.12,0.044,7,0.05,0.5,0.25,0.05,5.4,9.7,44.2,57.1,46,28,12.15,38,2,4,11.500,1,1
616,1,0.300,24,15,0.015,0,0,0,0.6,0.03,7,0.1,0.38,0.05,0.105,1.898,19,48.5,92.3,29.3,49,1.425,43,0,5,15.500,1,1
617,2,0.800,36,14,0.027,0,0,0,0.507,0.075,15,0.275,3.622,1.275,0.001,32.498,3.1,32.8,16.3,14.1,38,13.152,32,5,4,16,1,1
618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,1,0.300,24,15,0.015,0,0,0,0.507,0.032,6,0.075,0.595,0.135,0.005,4.298,9,45.1,41.4,23,35,6.86,33,2,4,12,1,1
621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,2,0.400,24,15,0.019,1.25,1.125,0.013,0.835,0.066,7,0.1,0.956,0.187,0.09,7.704,10.3,49.7,38,76.7,33,11.2,30,6,3,14,1,1
625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,1,0.200,24,9,0.009,0,0,0,0.11,0.03,17,0.053,0.3,0.02,0,2.4,15,30.5,62.5,41.4,35,0.896,42,3,3.500,14,1,1
628,1,0.500,24,15,0.024,0,0,0,0.15,0.054,6,0.08,1.415,0.356,0.145,6.5,10,44.8,30.8,26.9,25,2.049,40,1,3,11.500,1,1
629,1,0.800,36,15,0.028,0,0,0,9.9,0.145,10,0.2,1.75,1.53,0.1,8.275,21,19.1,25.2,6,39,28.078,44,0,4,14.500,0,0
630,1,0.200,18,15,0.012,0,0,0,1.803,0.024,7,0.05,0.4,0.183,0.015,1.95,15,51.2,35.2,8.3,39,0,37,2,4,12.500,0,0
636,1,0.150,24,15,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,1,0.400,36,15,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,1,0.250,24,10,0.012,0,0,0,0.204,0.019,5,0.05,0.3,0.245,0.124,1.858,12,62.1,59.4,37.1,29,0.988,35,2,5,13.500,1,1
639,1,0.300,24,15,0.015,0,0,0,0.105,0.034,11,0.05,0.475,0.145,0.021,3.21,12.7,42.8,50.1,39.8,50,2.504,39,1,5,12,1,1
640,1,0.500,24,15,0.024,0,0,0,0.208,0.048,0,0.071,0.81,0.315,0.061,7.166,8.1,50.4,47,37.2,28,6.343,35,1,5,14,1,1
641,1,0.150,24,15,0.007,0,0,0,0.074,0.016,8,0.1,0.25,0.055,0,1.8,10.4,46.4,49.2,31.3,41,2.674,54,3,4,11.500,1,1
642,1,0.200,24,15,0.01,0,0,0,0.15,0.04,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2,0.250,24,15,0.012,0.2,0.041,0.01,0.12,0.026,7,0.05,0.285,0.12,0.01,6.534,4.8,83.8,73.6,65.3,26,2.56,32,1,3,11.500,1,1
648,1,0.200,24,15,0.01,0,0,0,0.1,0.017,0,0.05,0.253,0.112,0.015,2.235,9.3,56.1,57.1,40,69,1.57,43,0,4,14,1,1
651,1,0.200,24,15,0.01,0,0,0,0,0.03,8,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
652,1,0.800,36,15,0.028,0,0,0,7.687,0.1,24,0.2,0.938,14.022,0,30.054,4,27.8,5.4,3.5,36,15.747,44,12,5,16,0,0
653,1,0.500,24,15,0.024,0.5,0.289,0.022,0.362,0.056,6,0.06,0.637,0.127,0.025,5.631,12,43.1,67.7,43.1,30,3.939,44,3,3,13,1,1
654,1,0.300,24,15,0.015,0,0,0,0.218,0.033,6,0.05,0.43,0.243,0.015,3.985,10,43.8,45.6,32.4,27,0.823,59,6,3,11.500,1,1
657,1,0.700,36,15,0.024,0,0,0,0.118,0.067,7,0.065,0.968,0.252,0.085,8.004,10,36.4,61.7,53.1,58,21.2,45,3,4,12.500,1,1
659,1,0.300,24,15,0.015,0,0,0,0.1,0.036,5,0.05,0.45,0.1,0.02,4.32,10,40.4,56.6,44.1,38,2.48,44,0,4,12,1,1
661,1,0.600,36,15,0.021,0.3,0.193,0.015,0.604,0.073,29,0.1,0.683,0.44,0.15,9.778,9,48.6,81.5,47.3,51,3.465,47,3,5,13.500,1,1
662,1,0.400,24,15,0.019,0,0,0,1.05,0.036,18,0.05,0.05,0.05,0,2.2,19.4,54.6,400,33.3,36,3.65,46,2,4,12.500,1,1
663,2,0.600,36,14,0.021,0.3,0.134,0.015,0.502,0.079,6,0.2,1.43,1.016,0.106,14.615,6.5,44.6,31.4,24.2,35,3.537,32,14,3.500,15,1,1
664,1,0.150,24,15,0.007,0,0,0,0.061,0.016,5,0.13,0.208,0.028,0,1.841,10.3,45.9,63.6,35.2,43,1.923,39,1,4,11,1,1
666,1,0.100,24,15,0.005,0,0,0,0.07,0.012,8,0.2,0.2,0.05,0,1.8,7.9,40.9,40,19.2,0,0,0,0,0,0,0,0
668,1,0.500,24,15,0.024,0,0,0,0.05,0.045,0,0.05,0.4,1,0,9.5,5.7,53.9,35.7,33.3,0,0,0,0,0,0,0,0
672,1,0.400,24,15,0.019,0,0,0,0.15,0.035,9,0.05,0.45,0.08,0,4.8,8.8,54.9,75.5,54.8,28,4.1,36,18,5,15,1,1
673,1,0.150,24,15,0.007,0,0,0,0.05,0.013,8,0.02,0.24,0.03,0,2.88,5.6,54.5,55.6,44.1,29,1.4,43,1,4,11.500,1,1
675,1,0.400,24,15,0.019,0,0,0,0.173,0.026,6,0.02,0.235,0.268,0.127,3.85,8,37.8,53.2,35.1,32,1.449,29,3,4,12.500,1,1
676,2,0.200,24,15,0.01,0,0,0,0.408,0.057,6,0.04,0.714,0.24,0.095,4.838,14,17.1,23.3,15.3,23,1.407,39,6,3,13.500,0,0
677,1,0.300,24,15,0.015,0,0,0,0.098,0.035,6,0.05,0.487,0.259,0.03,3.85,6.3,71.5,41.9,34.7,38,0.916,38,5,3,12.500,1,1
678,1,0.300,24,15,0.015,0,0,0,0.13,0.028,7,0.08,0.52,0.07,0.015,3,11,52.8,52.2,38.2,51,1.555,44,2,4,12.500,1,1
679,1,0.400,24,15,0.019,0,0,0,0.234,0.034,8,0.05,0.561,0.225,0.02,8.165,5,57.5,52.2,38.1,27,1.306,45,8,4,14.500,1,1
680,2,0.300,24,15,0.015,0,0,0,0.1,0.03,0,0.055,0.651,0.05,0,3.18,11.3,48.4,42.8,35.1,40,2.756,36,1,4,12.500,1,1
681,1,0.400,9,15,0.005,0,0,0,0.31,0.049,11,0.225,0.301,0.3,0,4.564,12.9,10.2,66.5,35.2,39,2.161,31,1,5,12.500,1,1
682,1,0.400,9,15,0.005,0,0,0,0.304,0.047,11,0.155,0.35,0.53,0.127,4.367,13,10.6,53.1,33,26,2.707,31,1,5,10.500,1,1
684,1,0.500,24,9,0.023,0.3,0.162,0.01,0.11,0.081,11,0.2,1,0.6,0.1,7.5,13,40.9,33.3,36.6,31,6.749,26,2,5,17,1,1
685,1,0.200,24,15,0.01,0,0,0,0.125,0.031,8,0.05,0.34,0.065,0.025,2.4,15.6,31.2,52.6,36,31,0.64,34,4,3,13,1,1
686,2,0.600,36,15,0.021,0,0,0,0.76,0.073,23,0.05,0.639,0.736,0.2,7.14,12.2,28.6,51.1,30.2,54,8.184,39,2,4,15.500,1,1
687,1,0.300,24,15,0.015,0,0,0,0.07,0.038,8,0.03,0.312,0.02,0.008,2.325,19.7,38.2,92.7,70.9,36,0.804,58,2,3,13,1,1
689,1,0.200,24,15,0.01,0,0,0,0.08,0.017,7,0.05,0.32,0.07,0,2.05,9.9,57.2,51.3,38.5,41,2.72,48,5,5,11.500,1,1
692,1,0.200,24,15,0.01,0,0,0,0.081,0.02,0,0.035,0.425,0.108,0,2.346,10,49.6,37.5,30.8,41,2.998,41,1,5,13,1,1
697,1,0.100,24,15,0.005,0,0,0,0.09,0.024,19,0.02,0.202,0.029,0.015,3.218,9,20.1,46.3,30.7,41,1.106,35,0,4,13,1,1
698,1,0.400,24,15,0.019,0,0,0,0.09,0.039,0,0.07,0.45,0.25,0.15,7.42,6.2,50.4,72.7,56.3,23,1.11,48,3,4,12,1,1
700,1,0.600,36,9,0.019,0,0,0,0.06,0.06,10,0.05,0.8,0.2,0,6,12,31.8,60,54.1,27,2.777,28,6,3,16,1,1
701,1,0.200,24,9,0.009,0,0,0,0.08,0.028,10,0.1,0.5,0.1,0,2.8,12,32.6,33.3,25.6,42,1.1,38,4,4,16,1,1
703,1,0.600,36,15,0.021,0.3,0.044,0.015,0.331,0.06,12,0.08,0.832,0.515,0.005,5.747,12,62,48,40.9,56,27.948,46,7,4,15.500,1,1
704,1,0.400,24,15,0.019,0,0,0,0.281,0.057,25,0.2,0.659,0.514,0.005,5.281,13,33.8,34.3,24.3,45,9.619,40,2,4,15.500,1,1
705,1,0.400,24,15,0.019,0,0,0,0.02,0.057,18,0.03,0.4,1.2,0,9.6,7,34.6,25,24.2,42,2.619,39,1,4,12.500,1,1
707,2,0.250,24,15.400,0.003,0.15,0.075,0.006,0.95,0.018,11,0.055,0.075,0.12,0.035,1.8,12,50.3,156.3,27.9,32,1.926,41,3,4.500,15.500,1,0
710,1,0,0,0,0,0,0,0,0.045,0,5,0.03,0.2,0.015,0,1.295,0,0,0,0,0,0,30,1,0,0,0,0
711,1,0.200,24,15,0.01,0,0,0,0.095,0.027,7,0.01,0.275,0.025,0,2.184,15,35.5,66.7,49.4,59,1.006,43,3,4,12,1,1
712,1,0.150,24,15,0.007,0,0,0,0.145,0.012,8,0.05,0.2,0.125,0.01,1.895,7.7,59.5,47.6,29.4,32,1.11,43,6,4,11.500,1,1
714,1,0.800,36,15,0.028,0,0,0,0.193,0.072,16,0.05,1.901,0.575,0.345,10.835,8.1,37.9,37.6,33.7,33,0.004,35,2,4,15,1,1
715,1,0.100,24,15,0.005,0,0,0,0.139,0.025,9,0.03,0.304,0.026,0,1.639,18,19.7,30.3,20.1,37,0.669,52,1,3,13,1,1
716,1,0.500,36,15,0.017,0,0,0,0.05,0.051,13,0.05,1.033,0.315,0.101,7.15,8.5,34.1,40.1,37.1,46,1.556,34,1,4,13,1,1
717,1,0.200,24,9,0.009,0,0,0,0.11,0.033,16,0.01,0.4,0.05,0.006,2.6,15,28.1,45.1,35.5,44,3.964,33,1,5,14.500,1,1
719,1,0.300,24,15,0.015,0,0,0,0.15,0.075,7,0.1,0.604,0.249,0.19,4.5,20,19.4,45.3,32.9,40,4.142,33,2,5,14.500,1,1
720,1,0.300,24,15,0.015,0,0,0,0.195,0.126,5,0.05,0.71,0.3,0.341,7.542,20,11.6,44.8,32.8,34,2.044,41,2,4,13.500,1,1
722,1,0.300,24,15,0.015,0,0,0,0.135,0.026,6,0.01,0.535,0.035,0.006,3,10,58.2,53.1,42.3,28,3.009,33,2,4,11,1,1
724,1,0.500,36,15,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,1,0.500,24,15,0.024,0,0,0,0.11,0.041,18,0.05,1.05,0.25,0.025,7.15,6.9,58.6,39.2,34.8,61,7.153,38,1,4,15.500,1,1
726,1,0.400,24,15,0.019,0,0,0,0.1,0.031,9,0.05,0.5,0.06,0.03,3.618,10.4,62,75.5,58.8,28,3,0,0,4,14,0,0
728,1,0.800,36,15,0.028,0,0,0,0.103,0.062,7,0.05,1.17,0.82,0.14,8.178,13.4,30.3,43.2,39.9,40,9.15,40,6,4,14.500,1,1
730,2,0.500,24,15,0.024,0.5,0.022,0.024,0.068,0.094,21,0.15,1.06,0.658,0.075,14.081,8,52.1,31.8,28.1,56,5.18,44,15,4,14.500,1,1
738,1,0.500,24,15,0.024,0,0,0,0.818,0.04,11,0.03,2.741,0.077,0.02,2.222,21.8,60,17.9,13.7,36,12.356,36,1,4,13.500,1,1
739,1,0.800,36,15,0.028,1.5,10.365,0,7.687,0.1,0,0.2,0.938,14.022,0,30.054,4,27.7,5.4,48.9,36,15.747,44,12,5,15.500,1,0
740,1,0.400,30,9,0.015,0,0,0,0.79,0.06,29,0.2,1,0.5,0,8,9.8,23,26.7,11.1,49,11.991,42,4,5,17,1,1
742,1,0.400,24,15,0.019,0,0,0,0.95,0.063,18,0.25,0.45,0.335,0.03,5,15,31,53,20.5,43,7.555,32,2,5,16.500,1,1
745,1,0.500,24,9,0.023,0,0,0,0.075,0.1,8,0.3,0.8,0.2,0.1,8,15,22.8,55.6,39.2,33,5.464,30,3,4,16.500,1,1
746,1,0.300,24,15,0.015,0,0,0,0.075,0.017,13,0.05,0.513,0.155,0.017,2.894,7,86.2,46.1,38.7,45,5.775,43,1,4,12,1,0
747,1,0.400,24,15,0.019,0,0,0,0.036,0.029,16,0.015,0.51,0.15,0.03,4.55,7.6,67.7,63.5,58.7,47,4.081,41,2,4,13,1,1
749,1,0.400,24,15,0.019,0,0,0,0.708,0.036,12,0.05,0.365,0.15,0.027,2.94,14.9,53.3,82,32.1,36,3.288,35,2,4,14,1,1
756,1,0.200,24,15,0.01,0,0,0,0.068,0.035,13,0.1,0.432,0.458,0.075,7.518,5.6,27.8,24.5,20.4,45,5.454,39,2,4,13.500,1,1
757,1,0.100,18,15,0.006,0,0,0,0.059,0.017,10,0.05,0.19,0,0,1.035,20.3,35.7,52.8,33.5,46,1.568,42,2,4,11,1,1
758,2,0.500,24,10,0.023,0,0,0,0.204,0.137,12,0.25,3.71,1.528,0.07,26.252,6.3,16.8,9.7,8.9,57,395.131,45,24,5,15,1,1
760,1,0.500,24,9,0.023,0,0,0,0.365,0.075,10,0.1,1,0.3,0,7.5,12,30.5,38.5,28.3,35,11.615,35,2,4,16.500,1,1
761,1,0.300,24,15,0.015,0,0,0,0.252,0.026,6,0.042,0.605,0.105,0.015,2.82,10.9,56.8,43.2,30.3,37,1.2,41,2,4,13,1,1
765,1,0.200,24,15,0.01,0,0,0,0.15,0.018,7,0.035,0.35,0.08,0.03,2.622,8.3,53.5,50,34.2,30,2.735,38,1,4,12.500,1,1
766,1,0.200,24,15,0.01,0,0,0,0.2,0.019,7,0.03,0.3,0.1,0.016,2.684,8.6,50.5,52.1,32.6,27,0.844,42,1,4,11.500,1,1
767,1,0.300,24,15,0.015,0,0,0,0.1,0.037,9,0.05,0.472,0.1,0,4.1,11,38.8,52.5,41.6,36,0.15,33,2,4,12.500,1,1
768,1,0.400,36,15,0.014,0,0,0,0.083,0.15,7,0.2,1.02,0.516,0.18,9.6,18.8,9.2,29.5,24.4,33,6.039,38,4,4,14.500,1,1
769,1,0.700,36,15,0.024,0,0,0,0.2,0.062,13,0.131,1.086,0.474,0.183,7.31,10.1,39.5,50.8,41,32,3.308,32,1,4,14,1,1
771,1,0.150,24,15,0.007,0,0,0,0.145,0.019,9,0.045,0.681,0.072,0,1.27,17.5,39.3,19.9,15.9,58,1.967,42,3,3,14,1,1
772,1,0.700,36,15,0.024,0,0,0,0.138,0.059,10,0.07,1.327,0.481,0.265,8.328,8.4,41.5,45.4,40,39,4.143,45,4,3,15,1,1
773,1,0.500,24,15,0.024,0,0,0,0.244,0.04,8,0.05,0.938,0.481,0.011,4.872,10,6,3.6,2.9,25,3.108,45,3,3,14,1,1
775,1,0.800,36,10,0.026,0,0,0,0.48,0.069,7,0.05,1.33,0.195,0.114,6.378,13,37.3,56.7,41.2,36,6.291,39,8,2,15.500,1,1
777,1,0.800,36,15,0.028,0,0,0,0.035,0.045,8,0.03,1.05,0.25,0.11,11.47,4.7,61.5,67.2,63.7,39,4.155,30,5,5,13.500,1,1
778,1,0.400,9,14,0.005,0,0,0,0.288,0.047,29,0.25,0.479,0.4,0.023,4.219,13.3,12.5,58.4,35.9,38,2.348,25,1,5,12,1,1
780,1,0.500,24,14,0.024,0,0,0,0.2,0.05,6,0.05,0.88,0.15,0,5.645,10.7,47.6,48.5,39.1,32,3.23,28,1,4,13,1,1
781,1,0.100,24,15,0.005,0,0,0,0.043,0.009,22,0.025,0.145,0.021,0.005,1.076,10.1,53.3,61.9,53.6,47,2.1,36,1,4,11,1,1
782,1,0.400,9,14,0.005,0,0,0,0.256,0.043,24,0.185,0.354,0.355,0,4.075,12.6,10.9,56.4,34.8,47,3.779,40,1,5,12.500,1,1
783,1,0.300,24,15,0.015,0,0,0,0.339,0.021,7,0.05,0.356,0.298,0.015,4.063,6.3,68.3,46.9,29.2,34,2.167,39,1,4,10,1,1
784,1,0.600,36,9,0.019,0,0,0,0.12,0.079,11,0.2,1.4,1.235,0.02,10,9.5,24.1,22.9,20.4,45,4.835,35,9,5,14.500,1,1
785,1,0.400,9,14,0.005,0,0,0,0.225,0.048,14,0.15,0.347,0.411,0.02,4.499,12.7,9.8,54.2,36,49,2.957,41,2,5,12.500,1,1
786,1,0.400,9,14,0.005,0,0,0,0.307,0.044,15,0.15,0.397,0.28,0.03,4.45,11.8,10.7,61.8,36.2,42,4.149,22,2,5,14.500,1,1
788,1,0.400,9,14,0.005,0,0,0,0.381,0.041,9,0.05,0.268,0.291,0.07,3.751,13,11.5,81.8,43.5,31,3.234,44,3,4,13,1,1
789,1,0.500,9,15,0.006,0.4,0,0,0.372,0.067,17,0.195,0.539,0.606,0.184,5.324,15.1,9.4,52.1,32.7,41,6.232,32,1,5,14.500,1,1
